,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
1797,10888,Feature,,NY,"JAC   ",11420,"SOUTH OZONE PARK  ",11420,Store,NY,128 02 135TH AVE,"               ",SOUTH OZONE PARK,"135TH AVE                 ","BIORDIS DELI           ",Queens,"BIORDI JOHN&WALSH MARIA          ",2500,"             ",128-02,636209,,,128 02 135TH AVE 128 02 135TH AVE,?,?,?,Failed,?,?
1798,10892,Feature,,NY,"JAC   ",11361,"BAYSIDE           ",11361,Store,NY,207 14 NORTHERN BLVD,"               ",BAYSIDE,"NORTHERN BLVD             ",CONVENIENCE STORE BAYSI,Queens,"SLTC INC                         ",450,"             ",207-14,715472,,,207 14 NORTHERN BLVD 207 14 NORTHERN BLVD,?,?,?,Failed,?,?
1799,10895,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,71 14 35 AVENUE,"               ",JACKSON HEIGHTS,"35 AVENUE                  ","MANNAN BAKERY          ",Queens,"HEIRA INC                        ",0,"             ",71-14,730018,,,71 14 35 AVENUE 71 14 35 AVENUE,?,?,?,Failed,?,?
1800,10900,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,94 01 ROOSEVELT AVE,"               ",JACKSON HEIGHTS,"ROOSEVELT AVE              ","FLORS DELI GROCERY     ",Queens,"FLORS DELI GROCERY INC           ",1400,"             ",94-01,702264,,,94 01 ROOSEVELT AVE 94 01 ROOSEVELT AVE,?,?,?,Failed,?,?
1801,10902,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,41 23 JUNCTION BLVD,"               ",CORONA,"JUNCTION BLVD              ","TORITO                 ",Queens,"TORITO E&N CORP                  ",1200,"             ",41-23,726001,,,41 23 JUNCTION BLVD 41 23 JUNCTION BLVD,?,?,?,Failed,?,?
1802,10903,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,42 16 JUNCTION BLVD,"               ",CORONA,"JUNCTION BLVD              ","GRANDE MUNDO           ",Queens,"GRANDE MUNDO LLC                 ",5000,"             ",42-16,715666,,,42 16 JUNCTION BLVD 42 16 JUNCTION BLVD,?,?,?,Failed,?,?
1803,10907,Feature,,NY,"JAC   ",11370,"EAST ELMHURST     ",11370,Store,NY,80 05 31ST AVE,"               ",EAST ELMHURST,"31ST AVE                   ","SHOPNORPORI HALAL MEAT ",Queens,"SHOPNORPORI HALAL MEAT & GROCERY ",1000,"             ",80-05,723613,,,80 05 31ST AVE 80 05 31ST AVE,?,?,?,Failed,?,?
1804,10909,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,94 01 37TH AVE,"               ",JACKSON HEIGHTS,"37TH AVE                   ","QQ SHOP                ",Queens,"QQ SHOP INC                      ",0,"             ",94-01,718279,,,94 01 37TH AVE 94 01 37TH AVE,?,?,?,Failed,?,?
1805,10912,Feature,,NY,"JAC   ",10019,"NEW YORK          ",10019,Store,NY,801 803 8TH AVE,"               ",NEW YORK,"8TH AVE                  ","Z DELI                 ",New York,"NEW YORK FOOD INC I              ",1700,"             ",801-803,713098,,,801 803 8TH AVE 801 803 8TH AVE,?,?,?,Failed,?,?
1806,10913,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,69 11 WOODSIDE AVE,"               ",WOODSIDE,"WOODSIDE AVE               ","FISH&HALAL MEAT MARKET ",Queens,AMERICAN-INDN FISH MT VEG MKT INC,1000,"             ",69-11,633863,,,69 11 WOODSIDE AVE 69 11 WOODSIDE AVE,?,?,?,Failed,?,?
1807,10914,Feature,,NY,"JAC   ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,79 08 METROPOLITAN AVE,"               ",MIDDLE VILLAGE,"METROPOLITAN AVE     ","VALENTINOS             ",Queens,VALADELL ITALIAN SPECIALTY IMP CO,1000,"             ",79-08,732779,,,79 08 METROPOLITAN AVE 79 08 METROPOLITAN AVE,?,?,?,Failed,?,?
1808,10917,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,163 10 89TH AVE,"               ",JAMAICA,"89TH AVE                  ","FAHMAN FAMOUS DELI     ",Queens,"FAHMAN FAMOUS DELI INC           ",0,"             ",163-10,714757,,,163 10 89TH AVE 163 10 89TH AVE,"163-10 89 AVENUE, Queens, New York, NY, USA",40.707027,-73.797725,Unchecked,4540151,4097937501
1809,10919,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,169 03 JAMAICA AVE,"               ",JAMAICA,"JAMAICA AVE               ","SAMMY GOURMET DELI 1   ",Queens,"SAMMY GOURMET DELI INC 1         ",1800,"             ",169-03,706832,,,169 03 JAMAICA AVE 169 03 JAMAICA AVE,?,?,?,Failed,?,?
1810,10920,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,47 30 JUNCTION BLVD,"               ",CORONA,"JUNCTION BLVD              ","VINANZACA MINI MARKET  ",Queens,"VINANZACA MINI MARKET CORP       ",1500,"             ",47-30,713815,,,47 30 JUNCTION BLVD 47 30 JUNCTION BLVD,?,?,?,Failed,?,?
1811,10924,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,169 26 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","NEW DAINTY FOOD MART   ",Queens,"KANGS TRADING INC                ",1900,"             ",169-26,634480,,,169 26 HILLSIDE AVE 169 26 HILLSIDE AVE,?,?,?,Failed,?,?
1812,10927,Feature,,NY,"JAC   ",10007,"NEW YORK          ",10007,Store,NY,4 WORLD TRADE CENTER,"               ",NEW YORK,"WORLD TRADE CENTER         ","EATALY                 ",New York,"EATALY NY FIDI LLC               ",2000,"             ",4,723512,,,4 WORLD TRADE CENTER 4 WORLD TRADE CENTER,?,?,?,Failed,?,?
1813,10928,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,98 02 37TH AVE,"               ",CORONA,"37TH AVE                   ","LOS HERMANOS GROCERY   ",Queens,"HERNANDEZ AMELIO&CABA JOSE       ",1600,"             ",98-02,631244,,,98 02 37TH AVE 98 02 37TH AVE,?,?,?,Failed,?,?
1814,10929,Feature,,NY,"JAC   ",11370,"JACKSON HEIGHTS   ",11370,Store,NY,77 04 21ST AVE,"               ",JACKSON HEIGHTS,"21ST AVE                   ","GARDEN BAY DELI        ",Queens,"K&A PLUS OF NEW YORK INC         ",1600,"             ",77-04,670975,,,77 04 21ST AVE 77 04 21ST AVE,?,?,?,Failed,?,?
1815,10930,Feature,,NY,"JAC   ",11418,"RICHMOND HILL     ",11418,Store,NY,113 02 JAMAICA AVE,"               ",RICHMOND HILL,"JAMAICA AVE               ","Y & Z DELI             ",Queens,"Y & Z DELI CORP                  ",3000,"             ",113-02,724009,,,113 02 JAMAICA AVE 113 02 JAMAICA AVE,?,?,?,Failed,?,?
1816,10931,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,36 46 37TH STREET,"               ",LONG ISLAND CITY,"37TH STREET                ","NANA PIES              ",Queens,"NANA PIES LLC                    ",0,"             ",36-46,734100,,,36 46 37TH STREET 36 46 37TH STREET,?,?,?,Failed,?,?
1817,10938,Feature,,NY,"A     ",11358,"FLUSHING          ",11358,Store,NY,40 38 162ND ST,"               ",FLUSHING,"162ND ST                   ","7 & 7                  ",Queens,"SHINHON FOOD CORP                ",11000,"             ",40-38,707165,,,40 38 162ND ST 40 38 162ND ST,?,?,?,Failed,?,?
1818,10940,Feature,,NY,"A     ",11356,"COLLEGE POINT     ",11356,Store,NY,139 19 20TH AVE,"               ",COLLEGE POINT,"20TH AVE                  ","BABIES R US            ",Queens,"BABIES R US                      ",37000,"             ",139-19,639044,,,139 19 20TH AVE 139 19 20TH AVE,?,?,?,Failed,?,?
1819,10942,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,47 20 47TH AVENUE,"               ",WOODSIDE,"47TH AVENUE                ","MIA GROCERY & DELI     ",Queens,"NEW EXPRESS DELI INC             ",0,"             ",47-20,725106,,,47 20 47TH AVENUE 47 20 47TH AVENUE,?,?,?,Failed,?,?
1820,10946,Feature,,NY,"JAC   ",11420,"SOUTH OZONE PARK  ",11420,Store,NY,111 60,"               ",SOUTH OZONE PARK,"VAN WYCK EXPWY            ","FOUR BROTHERS DELI     ",Queens,"FOUR BROTHERS DELI & GRILL CORP  ",1000,"             ",111-60,727378,,,111 60 111 60,?,?,?,Failed,?,?
1821,10948,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,85 12 QUEENS BLVD,"               ",ELMHURST,"QUEENS BLVD 1ST FLOOR      ","INDO JAVA              ",Queens,"INDO JAVA INC                    ",1500,"             ",85-12,630917,,,85 12 QUEENS BLVD 85 12 QUEENS BLVD,?,?,?,Failed,?,?
1822,10949,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,44 65 21ST ST,"               ",LONG ISLAND CITY,"21ST ST                    ","KEY FOOD               ",Queens,"M&D 21 FOOD CORP                 ",8000,"             ",44-65,636891,,,44 65 21ST ST 44 65 21ST ST,?,?,?,Failed,?,?
1823,10954,Feature,,NY,"JAC   ",11374,"REGO PARK         ",11374,Store,NY,90 17 63RD RD,"               ",REGO PARK,"63RD RD              ","GALA SALADS STAR       ",Queens,"GALA SALADS STAR INC             ",800,"             ",90-17,729747,,,90 17 63RD RD 90 17 63RD RD,?,?,?,Failed,?,?
1824,10955,Feature,,NY,"JAC   ",11378,"MASPETH           ",11378,Store,NY,59 51,"               ",MASPETH,"MIDTOWN EXPWY              ","DUNKIN DONUTS          ",Queens,"OLYMPIC THREE INC                ",1500,"             ",59-51,634411,,,59 51 59 51,?,?,?,Failed,?,?
1825,10956,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,104 54 ROOSEVELT AVE,"               ",CORONA,"ROOSEVELT AVE             ",KELSY & BROTHERS DELI G,Queens,KELSY & BROTHERS DELI GROCERY COR,1500,"             ",104-54,720835,,,104 54 ROOSEVELT AVE 104 54 ROOSEVELT AVE,?,?,?,Failed,?,?
1826,10957,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,89 01 165TH ST,"               ",JAMAICA,"165TH ST                   ","KINGS FISH MARKET      ",Queens,"S&H FISH CORP                    ",1500,"             ",89-01,635446,,,89 01 165TH ST 89 01 165TH ST,?,?,?,Failed,?,?
1827,10962,Feature,,NY,"JAC   ",11412,"ST ALBANS         ",11412,Store,NY,198 21 HOLLIS AVE,"               ",ST ALBANS,"HOLLIS AVE                ","FAMILY GROCERY         ",Queens,"HOLLIS AVE FAMILY DELI GRCY INC  ",1000,"             ",198-21,633303,,,198 21 HOLLIS AVE 198 21 HOLLIS AVE,?,?,?,Failed,?,?
1828,10963,Feature,,NY,"A     ",11101,"LONG ISLAND CITY  ",11101,Store,NY,38 06 29TH ST,"               ",LONG ISLAND CITY,"29TH ST                    ",NAGI A ALBORATI CANDIES,Queens,"NAGI A ALBORATI                  ",400,"             ",38-06,740654,,,38 06 29TH ST 38 06 29TH ST,?,?,?,Failed,?,?
1829,10970,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,40 08 NATIONAL STREET,"               ",CORONA,"NATIONAL STREET            ","CORONA KING PRODUCE    ",Queens,"CORONA KING MARKET INC           ",0,"             ",40-08,725185,,,40 08 NATIONAL STREET 40 08 NATIONAL STREET,?,?,?,Failed,?,?
1830,10976,Feature,,NY,"A     ",11106,"ASTORIA           ",11106,Store,NY,32 14 31ST ST,"               ",ASTORIA,"31ST ST                    ","RITE AID 10569         ",Queens,"GENOVESE DRUG STORES INC         ",9500,"             ",32-14,636656,,,32 14 31ST ST 32 14 31ST ST,?,?,?,Failed,?,?
1831,10985,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,63 28 108TH ST,"               ",FOREST HILLS,"108TH ST                   ","NS BETHEL FARM         ",Queens,"NS BETHEL FARM INC               ",4000,"             ",63-28,715965,,,63 28 108TH ST 63 28 108TH ST,?,?,?,Failed,?,?
1832,10987,Feature,,NY,"JAC   ",11106,"ASTORIA           ",11106,Store,NY,30 19 31ST AVE,"               ",ASTORIA,"31ST AVE                   ",31ST AVE DELI & GROCERY,Queens,"31ST AVE DELI & GROCERY INC      ",0,"             ",30-19,735938,,,30 19 31ST AVE 30 19 31ST AVE,?,?,?,Failed,?,?
1833,10988,Feature,,NY,"JAC   ",11413,SPRINGFIELD GARDEN,11413,Store,NY,224 03 141ST AVENUE,"               ",SPRINGFIELD GARDEN,"141ST AVENUE              ","LAURELTON MINI MART    ",Queens,"K & S LAURELTON MINI MART INC    ",4000,"             ",224-03,720577,,,224 03 141ST AVENUE 224 03 141ST AVENUE,?,?,?,Failed,?,?
1834,10992,Feature,,NY,"A     ",11106,"LONG ISLAND CITY  ",11106,Store,NY,33 55-67 CRESCENT ST,"               ",LONG ISLAND CITY,"CRESCENT ST             ","WALGREENS 1180         ",Queens,"WALGREEN EASTERN CO INC          ",2000,"             ",33-55-67,636420,,,33 55-67 CRESCENT ST 33 55-67 CRESCENT ST,?,?,?,Failed,?,?
1835,10994,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,31 00 47TH AVE,"               ",LONG ISLAND CITY,"47TH AVE             ","BAKERY GROUP           ",Queens,"BAKERY GROUP LLC                 ",3000,"             ",31-00,716927,,,31 00 47TH AVE 31 00 47TH AVE,?,?,?,Failed,?,?
1836,10999,Feature,,NY,"JAC   ",11235,"BROOKLYN          ",11235,Store,NY,2105 2107 AVENUE,"               ",BROOKLYN,"AVENUE Z               ",KINGS II DELI & GROCERY,Kings,"KINGS II DELI & GROCERY INC      ",1200,"             ",2105-2107,702191,,,2105 2107 AVENUE 2105 2107 AVENUE,?,?,?,Failed,?,?
1837,11001,Feature,,NY,"JAC   ",10005,"NEW YORK          ",10005,Store,NY,32 OLD,"               ",NEW YORK,"OLD SLIP                      ","GATEWAY NEWSSTAND      ",New York,"FERRY NEWSSTAND LLC              ",400,"             ",32,628380,,,32 OLD 32 OLD,?,?,?,Failed,?,?
1838,11002,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,89 02 165TH ST,"               ",JAMAICA,"165TH ST #223              ","D-BARRO                ",Queens,"D BARRO CORP                     ",400,"             ",89-02,639587,,,89 02 165TH ST 89 02 165TH ST,?,?,?,Failed,?,?
1839,11003,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,51 25 43RD AVE,"               ",WOODSIDE,"43RD AVE                   ","LINCOLN AVE DELI       ",Queens,"LINCOLN AVENUE DELI INC          ",0,"             ",51-25,636566,,,51 25 43RD AVE 51 25 43RD AVE,?,?,?,Failed,?,?
1840,11005,Feature,,NY,"JAC   ",11694,"ROCKAWAY PARK     ",11694,Store,NY,112 10 BEACH CHANNEL DR,"               ",ROCKAWAY PARK,"BEACH CHANNEL DR          ","TOMS DELI              ",Queens,"MCNICHOLAS THOMAS                ",1000,"             ",112-10,638628,,,112 10 BEACH CHANNEL DR 112 10 BEACH CHANNEL DR,?,?,?,Failed,?,?
1841,11008,Feature,,NY,"JAC   ",11104,"SUNNYSIDE         ",11104,Store,NY,39 50 QUEENS BLVD,"               ",SUNNYSIDE,"QUEENS BLVD                ",NEW CASTLE DELI AND GRI,Queens,"NEW CASTLE DELI AND GRILL CORP   ",0,"             ",39-50,742501,,,39 50 QUEENS BLVD 39 50 QUEENS BLVD,?,?,?,Failed,?,?
1842,11009,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,87 78 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD               ","4 STAR VEGETABLE       ",Queens,"4 STAR VEGETABLE&FOOD CORP       ",2000,"             ",87-78,633525,,,87 78 SUTPHIN BLVD 87 78 SUTPHIN BLVD,?,?,?,Failed,?,?
1843,11013,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,90 02 37TH AVE,"               ",JACKSON HEIGHTS,"37TH AVE                   ",DELI & GROCERY HORCHATA,Queens,DELI & GRO HORCHATA &ANTO MEXICAN,1200,"             ",90-02,731658,,,90 02 37TH AVE 90 02 37TH AVE,?,?,?,Failed,?,?
1844,11014,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,85 15 MAIN STREET,"               ",JAMAICA,"MAIN STREET                ","7 BAGELS               ",Queens,"7 BAGELS CORP                    ",0,"             ",85-15,718870,,,85 15 MAIN STREET 85 15 MAIN STREET,?,?,?,Failed,?,?
1845,11017,Feature,,NY,"JABC  ",11105,"ASTORIA           ",11105,Store,NY,43 21 DITMARS BLVD,"               ",ASTORIA,"DITMARS BLVD               ","ASTORIA BAKERY         ",Queens,"ASTORIA BAKERY INC               ",5000,"             ",43-21,636949,,,43 21 DITMARS BLVD 43 21 DITMARS BLVD,?,?,?,Failed,?,?
1846,11021,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,39 24 108TH STREET,"               ",CORONA,"108TH STREET-STORE A       ","NEW A+ GOURMET DELI    ",Queens,"NEW A+ GOURMET DELI INC          ",0,"             ",39-24,731162,,,39 24 108TH STREET 39 24 108TH STREET,?,?,?,Failed,?,?
1847,11025,Feature,,NY,"A     ",11373,"ELMHURST          ",11373,Store,NY,89 54 ELMHURST AVE,"               ",ELMHURST,"ELMHURST AVE               ","AFRA TRADING           ",Queens,"AFRA TRADING INC                 ",1500,"             ",89-54,639767,,,89 54 ELMHURST AVE 89 54 ELMHURST AVE,?,?,?,Failed,?,?
1848,11030,Feature,,NY,"JAC   ",11374,"REGO PARK         ",11374,Store,NY,63 79 SAUNDERS STREET,"               ",REGO PARK,"SAUNDERS STREET            ","LEVY'S BAKERY 26       ",Queens,"LEVY'S BAKERY 26 CORP            ",0,"             ",63-79,725228,,,63 79 SAUNDERS STREET 63 79 SAUNDERS STREET,?,?,?,Failed,?,?
1849,11036,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,101 15 MARTENSE AVE,"               ",CORONA,"MARTENSE AVE              ","LUCIANO GROCERY        ",Queens,"TAVERAS DOLORES                  ",1500,"             ",101-15,631266,,,101 15 MARTENSE AVE 101 15 MARTENSE AVE,?,?,?,Failed,?,?
1850,11037,Feature,,NY,"JAC   ",11356,"COLLEGE POINT     ",11356,Store,NY,132 07A 14TH AVENUE,"               ",COLLEGE POINT,"14TH AVENUE              ","ZEE'S GOURMET DELI     ",Queens,"SHEN CHAI DELI & GROCERY CORP    ",0,"             ",132-07A,718583,,,132 07A 14TH AVENUE 132 07A 14TH AVENUE,?,?,?,Failed,?,?
1851,11038,Feature,,NY,"JAC   ",11106,"ASTORIA           ",11106,Store,NY,23 02 36TH AVENUE,"               ",ASTORIA,"36TH AVENUE                ","LONG ISLAND CITY FOOD  ",Queens,"LONG ISLAND CITY FOOD CORP       ",1000,"             ",23-02,727101,,,23 02 36TH AVENUE 23 02 36TH AVENUE,?,?,?,Failed,?,?
1852,11047,Feature,,NY,"JABC  ",11432,"JAMAICA           ",11432,Store,NY,84 05 PARSONS BLVD,"               ",JAMAICA,"PARSONS BLVD           ","FOODTOWN               ",Queens,"JCA FOOD CORP                    ",12000,"             ",84-05,631774,,,84 05 PARSONS BLVD 84 05 PARSONS BLVD,?,?,?,Failed,?,?
1853,11048,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,37 08 73RD ST,"               ",JACKSON HEIGHTS,"73RD ST                    ",MANNAH HALAL MEAT & GRO,Queens,"MANARAT FOOD INC                 ",1500,"             ",37-08,732738,,,37 08 73RD ST 37 08 73RD ST,?,?,?,Failed,?,?
1854,11049,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,63 31 108TH ST,"               ",FOREST HILLS,"108TH ST                   ","EDEN FARM              ",Queens,"NA&SANG PRODUCE INC              ",2000,"             ",63-31,637319,,,63 31 108TH ST 63 31 108TH ST,?,?,?,Failed,?,?
1855,11055,Feature,,NY,"JAC   ",11413,SPRINGFIELD GARDEN,11413,Store,NY,131 21 SPRINGFIELD BLVD,"               ",SPRINGFIELD GARDEN,"SPRINGFIELD BLVD          ",131-21 STOP ONE DELI&GR,Queens,"131-21 STOP ONE DELI&GRCRY CORP  ",2000,"             ",131-21,638362,,,131 21 SPRINGFIELD BLVD 131 21 SPRINGFIELD BLVD,?,?,?,Failed,?,?
1856,11057,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,87 09 NORTHERN BLVD,"               ",JACKSON HEIGHTS,"NORTHERN BLVD              ","BEBE MARKET            ",Queens,"BEBE MARKET INC                  ",1000,"             ",87-09,717595,,,87 09 NORTHERN BLVD 87 09 NORTHERN BLVD,?,?,?,Failed,?,?
1857,11065,Feature,,NY,"A     ",11415,"KEW GARDENS       ",11415,Store,NY,82 38 LEFFERTS BLVD,"               ",KEW GARDENS,"LEFFERTS BLVD              ","ROSENBLUMS FOOD MARKET ",Queens,ROSENBLUMS SELF SERVICE MARKETING,2500,"             ",82-38,635788,,,82 38 LEFFERTS BLVD 82 38 LEFFERTS BLVD,?,?,?,Failed,?,?
1858,11066,Feature,,NY,"JAC   ",11417,"OZONE PARK        ",11417,Store,NY,94 24 LIBERTY AVE,"               ",OZONE PARK,"LIBERTY AVE                ","SUPREME DELI&GROCERY   ",Queens,"MOAZEB SALEH M                   ",1100,"             ",94-24,630328,,,94 24 LIBERTY AVE 94 24 LIBERTY AVE,?,?,?,Failed,?,?
1859,11075,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,37 04 UNION ST,"               ",FLUSHING,"UNION ST                   ","KW SUPERMARKET         ",Queens,"KW SUPERMARKET INC               ",5,"             ",37-04,735994,,,37 04 UNION ST 37 04 UNION ST,?,?,?,Failed,?,?
1860,11083,Feature,,NY,"JAC   ",11419,"RICHMOND HILL     ",11419,Store,NY,112 11 LIBERTY AVE,"               ",RICHMOND HILL,"LIBERTY AVE               ","7-ELEVEN FD STR 32128B ",Queens,"CHATRASALA AMARNATH R            ",1800,"             ",112-11,635190,,,112 11 LIBERTY AVE 112 11 LIBERTY AVE,?,?,?,Failed,?,?
1861,11090,Feature,,NY,"JAC   ",11433,"JAMAICA           ",11433,Store,NY,111 77 157TH STREET,"               ",JAMAICA,"157TH STREET              ","157 FOOD MARKET        ",Queens,"157 FOOD MARKET CORP             ",1000,"             ",111-77,722157,,,111 77 157TH STREET 111 77 157TH STREET,?,?,?,Failed,?,?
1862,11094,Feature,,NY,"JABC  ",11375,"FOREST HILLS      ",11375,Store,NY,105 35 64TH RD,"               ",FOREST HILLS,"64TH RD                   ","KEYFOOD                ",Queens,"RYAN FOOD CORP                   ",15000,"             ",105-35,634606,,,105 35 64TH RD 105 35 64TH RD,?,?,?,Failed,?,?
1863,11095,Feature,,NY,"JAC   ",11102,"ASTORIA           ",11102,Store,NY,31 18 24TH AVENUE,"               ",ASTORIA,"24TH AVENUE                ","C TOWN FRESH           ",Queens,"NNH MARKETS CORP                 ",0,"             ",31-18,740409,,,31 18 24TH AVENUE 31 18 24TH AVENUE,?,?,?,Failed,?,?
1864,11099,Feature,,NY,"A     ",11691,"FAR ROCKAWAY      ",11691,Store,NY,21 29 MOTT AVE,"               ",FAR ROCKAWAY,"MOTT AVE                   ",KINGDOM CONVENIENCE GRO,Queens,"KINGDOM CONVENIENCE GROCERY CORP ",800,"             ",21-29,731482,,,21 29 MOTT AVE 21 29 MOTT AVE,?,?,?,Failed,?,?
1865,11101,Feature,,NY,"JAC   ",11413,SPRINGFIELD GARDEN,11413,Store,NY,232 04 MERRICK BLVD,"               ",SPRINGFIELD GARDEN,"MERRICK BLVD              ",MERRICK AFRICAN-CARRIBE,Queens,"MERRICK AFRICAN-CARRIBEAN MARKET ",1200,"             ",232-04,704683,,,232 04 MERRICK BLVD 232 04 MERRICK BLVD,?,?,?,Failed,?,?
1866,11104,Feature,,NY,"JAC   ",11385,"RIDGEWOOD         ",11385,Store,NY,64 01 FRESH POND RD,"               ",RIDGEWOOD,"FRESH POND RD              ","PRICE CHOICE           ",Queens,"HEX FOODS INC                    ",15000,"             ",64-01,635264,,,64 01 FRESH POND RD 64 01 FRESH POND RD,?,?,?,Failed,?,?
1867,11106,Feature,,NY,"JAC   ",11102,"ASTORIA           ",11102,Store,NY,27 02 CRESCENT ST,"               ",ASTORIA,"CRESCENT ST                ",CRESCENT GRMT DELI&GRCY,Queens,CRESCENT GOURMET DELI&GROCERY INC,1000,"             ",27-02,639965,,,27 02 CRESCENT ST 27 02 CRESCENT ST,?,?,?,Failed,?,?
1868,11108,Feature,,NY,"JAC   ",11412,"SAINT ALBANS      ",11412,Store,NY,198 01 HOLLIS AVE,"               ",SAINT ALBANS,"HOLLIS AVE                ","DEE'S DELI             ",Queens,"JACKSON DARRICK                  ",800,"             ",198-01,670884,,,198 01 HOLLIS AVE 198 01 HOLLIS AVE,?,?,?,Failed,?,?
1869,11109,Feature,,NY,"JAC   ",11422,"ROSEDALE          ",11422,Store,NY,145 01 243RD STREET,"               ",ROSEDALE,"243RD STREET              ",ROSEDALE FANTASTIC DELI,Queens,"ROSEDALE FANTASTIC DELI INC      ",1000,"             ",145-01,721686,,,145 01 243RD STREET 145 01 243RD STREET,?,?,?,Failed,?,?
1870,11112,Feature,,NY,"JAC   ",11385,"RIDGEWOOD         ",11385,Store,NY,72 20 FOREST AVE,"               ",RIDGEWOOD,"FOREST AVE                 ","LUCKY GUY DELI         ",Queens,"NASSER ALMALEKI                  ",900,"             ",72-20,720274,,,72 20 FOREST AVE 72 20 FOREST AVE,?,?,?,Failed,?,?
1871,11117,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,111 01 43RD AVENUE,"               ",CORONA,"43RD AVENUE               ","R STOP 1 SUPERMARKET   ",Queens,"R STOP 1 SUPERMARKET INC         ",3500,"             ",111-01,738941,,,111 01 43RD AVENUE 111 01 43RD AVENUE,?,?,?,Failed,?,?
1872,11118,Feature,,NY,"A     ",10019,"NEW YORK          ",10019,Store,NY,10005 EIGHTH AVE,"               ",NEW YORK,"EIGHTH AVE - KIOSK     ","2 DUTCHEESE            ",New York,"2 DUTCHEESE INC                  ",0,"             ",10005,742138,,,10005 EIGHTH AVE 10005 EIGHTH AVE,?,?,?,Failed,?,?
1873,11120,Feature,,NY,"A     ",11415,"KEW GARDENS       ",11415,Store,NY,80 65 LEFFERTS BLVD,"               ",KEW GARDENS,"LEFFERTS BLVD              ","FIESTA FOOD MARKET     ",Queens,"FIESTA FOOD MARKET INC           ",1600,"             ",80-65,635842,,,80 65 LEFFERTS BLVD 80 65 LEFFERTS BLVD,?,?,?,Failed,?,?
1874,11123,Feature,,NY,"JAC   ",11355,"FLUSHING          ",11355,Store,NY,49 04 COLLEGE POINT BLVD,"               ",FLUSHING,"COLLEGE POINT BLVD         ","PARK SERVICE STATION   ",Queens,"PARK SERVICE STATION INC         ",0,"             ",49-04,639235,,,49 04 COLLEGE POINT BLVD 49 04 COLLEGE POINT BLVD,?,?,?,Failed,?,?
1875,11124,Feature,,NY,"JAC   ",11355,"FLUSHING          ",11355,Store,NY,146 02 45TH AVE,"               ",FLUSHING,"45TH AVE                  ","HAPPY DELI             ",Queens,"HAPPY DELI INC 1                 ",1000,"             ",146-02,720957,,,146 02 45TH AVE 146 02 45TH AVE,?,?,?,Failed,?,?
